qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) student,No,Rest of Scotland,,1,Rest of Scotland,Student,Essential,No,No,Yes,0.0,No,Yes,No,No change,Fairly satisfied,Yes,No,,Yes,No change,Yes,No,Fairly satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,,East Anglia/East of England,X,2,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,Slightly less,Fairly satisfied,,,Dont know,No,No change,No,,Fairly satisfied
,,,,No,,No,Working part time (8-29hrs per week),Yes,South West South West South West South West South West South West South West,V,2,South West,Student,,No,,Yes,2.0,,No,No,Slightly more,Neither satisfied or dissatisfied,,No,No change,,Slightly more,No,No,Neither satisfied or dissatisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),No,Yorkshire/Humberside,x,1,Yorkshire/Humberside,Skilled manual worker,,No,,No,1.0,,No,No,No change,Fairly satisfied,Yes,No,Dont know,,No change No change No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,East Midlands,X,2,East Midlands,Semi-skilled or unskilled manual worker,Not very important Not very important Not very important Not very important Not very important Not very important Not very important,No,No,No,0.0,Yes,No,No,Slightly less,Neither satisfied or dissatisfied,No,No,Slightly less Slightly less Slightly less,Yes,Dont know,No,No,Neither satisfied or dissatisfied
,,,,No,,No,Working full time (30hrs+ per week),No,South West,x,1,South West,Skilled manual worker,,,,,0.0,,Yes,No,No change,Fairly satisfied,,No,Dont know,,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,No,No,Yes,No,No,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,London/Greater London,,2,London/Greater London,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,1.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,South West,x,2,South West,"High managerial, administrative or professional",,No,,No,3.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,Dont know,,Slightly more,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,1.0,Yes,No,No,,Fairly satisfied,No,No,,No,,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,3,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,Much more,Fairly satisfied,,No,Slightly less,No,Much more,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,East Anglia/East of England,,4,East Anglia/East of England,Housewife / househusband,Essential,No,No,No,2.0,Yes,No,No,,Fairly dissatisfied,,No,,Yes,,No,No,Neither satisfied or dissatisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,,Northern Ireland,x,2,Northern Ireland,Skilled manual worker,Essential,,Yes,,0.0,No,No,Yes,Slightly more,Very satisfied,No,,No change No change No change No change No change No change,Yes,Slightly less,No,,Very satisfied
Yes,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),No,East Midlands,,1,East Midlands,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,Essential,,Yes,,0.0,No,No,No,,Very satisfied,No,No,,No,,Yes,,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,South East,,2,,"High managerial, administrative or professional",Essential,,Yes,,2.0,Yes,No,No,Slightly more,Fairly satisfied,No,No,,Yes,No change,No,,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,South East,X,2,South East,Student,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Slightly more,Yes,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,Wales,x,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Slightly more,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North West North West North West North West North West North West,O,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,Yes,No,Slightly more,Fairly satisfied,No,No,Dont know,,Slightly more,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Northern Ireland,,1,,Unemployed,Essential,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Very satisfied
No,No,No,,No,No,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,,2,,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,No,No,,,Fairly satisfied,No,No,,No,,Yes,,Fairly satisfied
No,Yes,No,Yes,,No,Yes,Not working (less than 8hrs per week) retired,No,South West,,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Very satisfied,Yes,,,Yes,,No,No,Very satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,,East Anglia/East of England,x,1,,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,Yes,7.0,No,I dont know,Yes,Slightly less,Fairly dissatisfied,No,No,Much less,No,Slightly more,No,No,Very satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Yorkshire/Humberside,x,4,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,Yes,No,No,Much more Much more Much more Much more Much more Much more Much more,Fairly satisfied,No,No,Dont know,Yes,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student,No,Rest of Scotland,,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,No,Working part time (8-29hrs per week),No,North West,,4,North West,Semi-skilled or unskilled manual worker,Not very important,Yes,No,No,1.0,Yes,No,No,,Neither satisfied or dissatisfied,,No,,Yes,,No,No,Fairly satisfied
Yes,No,No,No,,No,Yes,Working full time (30hrs+ per week),Yes,North East,,1,North East,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,No,No,No,,Fairly satisfied,No,,,No,,Yes,,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),Yes,North West,X,2,,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,No,,Dont know,,No change,Yes,No,Fairly satisfied
Yes,No,No,No,,No,No,Not working (less than 8hrs per week) retired,,East Anglia/East of England,x,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,No,No,Very satisfied
Yes,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,,3,,Skilled manual worker,Irrelevant,,No,,0.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,West Midlands,,2,West Midlands,Unemployed,Fairly important,No,Yes,No,0.0,Yes,Yes,Yes,,Fairly dissatisfied,No,No,,Yes,,No,No,Fairly dissatisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),No,South West,,4,,Skilled manual worker,Essential,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,Wales,,2,Wales,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,,Fairly satisfied,No,No,,No,,Yes,,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,Wales,,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied,No,No,,No,,No,,Fairly satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,,Northern Ireland,X,2,Northern Ireland,Skilled manual worker,Fairly important,No,No,No,1.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,,Very satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,No,South West,,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) student,No,Northern Ireland,X,2,,Housewife / househusband,,,,,0.0,,No,No,No change,Fairly satisfied,No,,No change,,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,East Anglia/East of England,,2,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,Yes,,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,Much more Much more Much more,Very satisfied,No,No,,Yes,Slightly more,No,No,Very satisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,London/Greater London,X,3,,,,No,,Yes,0.0,,No,No,Much less,Fairly satisfied,No,,Dont know,,Much less,Yes,No,
,,,,No,,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,X,3,Rest of Scotland,Skilled manual worker,,Yes,,No,0.0,,No,No,No change,Fairly satisfied,Yes,No,Dont know,,Slightly less,No,No,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,London/Greater London,X,1,London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London,Housewife / househusband,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,No change No change No change,No,,Very satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,,Rest of Scotland,X,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,No change,,No,No,No change,Yes,No change,No,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,,Wales,,1,Wales,Semi-skilled or unskilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,Yes,,0.0,No,No,No,Slightly less,Neither satisfied or dissatisfied,No,No,,No,No change,Yes,,Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,South East,,2,South East,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No,0.0,No,Yes,No,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,,No,,No,No,Fairly dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,Housewife / househusband,Essential,No,No,No,2.0,Yes,Yes,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
Yes,No,No,No,,No,No,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland,x,2,,Semi-skilled or unskilled manual worker,Not very important,,No,,0.0,Yes,No,No,No change,Very satisfied,No,,No change,Yes,No change,No,,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Wales,X,2,,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Very satisfied,No,No,No change,,No change,No,,Very satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,London/Greater London,X,3,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,Slightly less,Fairly satisfied,No,No,No change,Yes,No change,Yes,,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,South West,X,4,South West,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
,,,,Yes,,Yes,,No,Yorkshire/Humberside,,1,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change No change No change No change No change No change,Fairly satisfied,No,No,No change,,No change,No,,Fairly satisfied
