received_date,Auth_Description,Op_Name,Short Notice Short Notice,Description,Variation Number Variation Number,Service_Type_Other_Details
02/04/07,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,0,"Monday to Saturday

Mainly hourly

No service 25 Dec or 1 Jan"
22/03/19,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,5,Mon to Sun
03/04/20,The City of Edinburgh Council,IMMERSIVE ENTERTAINMENTS LIMITED,Yes,Standard National,10,Temporary suspension of service (in response to COVID-19 emergency situation)
20/06/14,Clackmannan Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,15,Revised timetable; renumbered from service 78
17/06/11,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,8,Revised route and timetable: daytime journeys extended to North Queensferry; evening journeys serve Pitcorthie; renumbered from 80
08/04/20,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,Yes,Standard National,31,Temporary variation of service (in response to Covid-19 emergency situation)
15/05/13,Stirling Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,6,This service will operate 10th July 2008 to 14th July 2008 and operates on similar dates in subsequent years. Change to timetable
29/09/09,East Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,9,Mon - Sat evening & Sunday service
30/12/09,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,14,"This service will not operate 25 Dec or 1 Jan. 
Curtailed service to operate 
26 Dec to 2 Jan and all public/local holidays, and on similar dates in subsequent years."
02/04/20,The City of Edinburgh Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,29,Temporary Variation  (in response Covid-19 emergency)
13/09/19,Strathclyde Partnership for Transport,MCGILLâS SCOTLAND EAST LIMITED,No,Standard National,3,Daily
21/11/08,Midlothian Council,LOTHIAN BUSES LIMITED,No,Standard International,6,Monday to Friday.
11/02/09,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,12,VARYING ROUTE AND TIMETABLE IN ACCORDANCE WITH SCHEDULES LODGED ENSURING IMPTROVED RELIABLILITY.  ALSO CHANGES TO TIMETABLE BETWEEN 24TH DECEMBER AND 4TH JANUARY (INLCLUSIVE) 2006/7 AND SUBSEQUENT YEARS DURING SAME PERIOD.
23/12/11,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,1,"Mon - Sat infrequent timetable, no service Sunday."
02/03/11,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,4,Mon - Fri infrequent timetable
16/03/05,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,7,"Daily.  This service will not operate 24, 25 December, 1, 2 January.
Curtailed service:24/31 Dec.
Saturday service: 27/30.
sunday service: E. Mon/M.Day/Loc.Pub.Hols.
"
11/11/20,Argyll & Bute Council,CRAIG OF CAMPBELTOWN LTD,Yes,Standard International,3,"Service varied due to Covid 19 

(Service prior was: Monday to Friday)"
04/02/10,Strathclyde Partnership for Transport,MIDLAND BLUEBIRD LTD,No,Standard National,21,"Monday to Friday.  This service will not operate 25, 26 December, 1, 2 January.
Saturday TT: 27/30/31 Dec & 3 Jan. ASDOSY"
14/04/23,Midlothian Council,LOTHIAN BUSES LIMITED,No,Standard International,17,Mon to Fri
14/06/19,The City of Edinburgh Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,0,New service between Edinburgh and Halbeath Park and Ride
28/07/14,East Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,12,Depature times changed.
13/04/09,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,8,Mon-Sat
04/08/20,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,4,"School days only

TEMPORARY SUSPENSION - COVID 19 - SERVICE SUSPENDED"
16/06/21,West Lothian Council,LOTHIAN COUNTRY BUSES LIMITED,Yes,Standard National,11,Daily
21/09/11,Strathclyde Partnership for Transport,DODDS OF TROON LTD,Yes,Standard International,0,Monday to Friday
06/07/15,Glasgow City Council,WESTERN BUSES LIMITED,No,Standard International,1,Outbound trips will terminate at 60904259 - Arrival Square (not 60903876 - Clatt Road) also serving stop 60903113 on route and inbound trips will commence from 60904259 (not 60903860 - Clatt Road). 60904259 is not available in the National NapTan database
09/04/02,Dumfries & Galloway Council,WESTERN BUSES LIMITED,Yes,Standard International,1,"Monday to Saturday.  This service will not operate 25, 26 December, 1, 2 January"
11/07/02,Midlothian Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,0,Schooldays only
09/09/11,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,1,"Approximately hourly Monday to Friday, approximately 2 hourly Saturday"
06/04/20,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,Yes,Standard National,5,Temporary variation of service (in response to Covid-19 emergency situation)
01/12/15,Perth & Kinross Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,0,New registration to provide timetable for Boxing Day 2015 and 2 January 2016
31/05/19,The City of Edinburgh Council,EAST COAST BUSES LIMITED,No,Standard National,5,Daily
11/04/11,The City of Edinburgh Council,MCGILLâS SCOTLAND EAST LIMITED,No,Standard National,4,"Daily Service, approx half hourly service"
27/10/06,Scottish Borders Council,MIDLAND BLUEBIRD LTD,No,Standard National,13,"No service: 25 December & 1/2 January.
Limited service: 26 December."
10/12/21,Moray Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,12,Hourly Service
21/04/09,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,5,Mon - Fri twice daily & Sat - Sun once a day service
25/11/17,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,13,"Approximately half hourly Monday to Saturday, hourly Sunday"
20/02/15,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,7,Monday to Sunday
08/02/08,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,Yes,Standard International,1,Monday to Sunday
17/07/08,Dumfries & Galloway Council,WESTERN BUSES LIMITED,No,Standard International,1,Varied frequency on Monday to Saturday daytime (broadly every two hours)
30/07/12,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,2,"Monday to friday schooldays only, ex Antonshill (New Carron Road) at 0825"
31/03/22,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,Yes,Standard National,3,"Daily, evenings"
12/09/22,Highland Council,PARKS OF HAMILTON (COACH HIRERS) LTD,No,Standard International,12,Daily
19/03/20,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,Yes,Standard National,9,"Daily
TEMPORARY VARIATION - COVID 19"
21/04/11,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,8,"This service will not operate 25 Dec or 1 Jan. 
Curtailed service to operate 
26 Dec, 2 Jan and all public/local holidays, and on similar dates in subsequent years."
17/06/11,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,6,Revised route and timetable: route extended to Rosyth Europarc and renumbered from 83 to 88.
12/02/04,West Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,Yes,Standard National,9,"Timetables for operation on the 25th,26th Dec & 1st, 2nd Jan 2004 only"
05/07/16,Fife Council,HAMISH GORDON LTD,Yes,Standard International,2,Schooldays only
02/08/10,West Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,No,Standard National,0,"Daily, approx hourly service"
14/04/23,The City of Edinburgh Council,LOTHIAN COUNTRY BUSES LIMITED,No,Standard National,19,Daily
25/07/08,East Lothian Council,LOTHIAN BUSES LIMITED,No,Standard International,4,Monday to Friday Service withdrawn.  Route extended to Windygoul in Tranent.
25/03/21,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,Yes,Standard International,10,Easter Monday and May Day holidays service levels increased
20/04/23,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,49,"Monday to Friday.  This service will not operate 25, 26 December, 1, 2 January.
Saturday TT: 27/30/31 Dec & 3 Jan. ASDOSY"
21/02/23,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,2,Frequent service Monday to Saturday
18/01/21,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,6,Infrequent service Monday to Saturday
11/09/17,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,4,"Mon - Sat two hourly, no service Sun"
20/06/15,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,7,"Approximately hourly Monday to Saturday, 2 hourly Sunday"
17/06/15,Aberdeenshire Council,CENTRAL TAXIS (ABERDEEN) LTD,No,Standard International,0,Monday to Friday
11/01/10,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,5,Revised route and timetable
13/02/20,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,15,"Monday to Sunday, varied frequency

On Easter Monday, Mayday, Greenock Fair fortnight and Greenock September Monday - a Saturday service will operate."
27/08/09,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,9,"Monday to Sunday

This service will not operate on 25th, 26th Dec & 1st, 2nd Jan."
03/10/08,Dumfries & Galloway Council,WESTERN BUSES LIMITED,No,Standard International,0,"Daily, 20 minnute frequency"
02/08/16,Angus Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,2,Monday to Saturday
04/08/17,South Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,1,Times adjusted to match changes in timetable between Ayr and Girvan.
14/01/11,East Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,Yes,Standard National,2,Daily Service
04/09/09,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,14,Monday to Friday.  Varied frequency with short workings
01/06/22,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,Yes,Standard National,17,Monday to Sunday
21/06/21,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,25,Monday to Sunday infrequent.
29/10/09,Scottish Borders Council,MIDLAND BLUEBIRD LTD,No,Standard National,5,"Monday to Saturday
30 Minute frequency
This service will not operate 25, 26 Dec or 1,2 January and on similar dates in subsequent years."
12/04/02,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,0,Monday to Friday
28/11/11,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,2,Kilmarnock to Ayr Sunday service times adjusted.
24/03/20,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,Yes,Standard National,6,"Saturday and Sunday.
TEMPORARY VARIATION - COVID 19 - SERVICE SUSPENDED"
01/07/16,Dundee City Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,0,New service Mon-Sat hourly daytime.
29/03/18,Strathclyde Partnership for Transport,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,11,Revised timetable
05/01/12,Strathclyde Partnership for Transport,LOCH LOMOND BUS SERVICES LTD,No,Standard National,1,"Monday to Saturday 10 minute frquency

This service will not operate 25 26 nor 1 and 2 January.  On the three working days in between Christmas & New Year and up to three working days after New Year"
25/08/06,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,4,
02/07/20,South Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,16,Service revision due to emergency situation
16/09/03,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,
01/11/10,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,2,Monday to Sunday - varied frequency
19/12/03,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,Yes,Standard International,2,
05/07/22,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,10,Mon - Fri two return journeys.
04/05/07,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,Yes,Standard National,6,Limited service between 25  Dec and 4 Jan & and all public/local holidays according to schedules submitted and on similar dates in subsequent years.
18/02/21,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,10,Covid-19
29/10/09,The City of Edinburgh Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,24,Daily.  Hourly frequency or less
17/02/21,Fife Council,BAY TRAVEL COACHES LTD,Yes,Standard International,4,"Service suspended due to Covid 19 

(Service prior was: Schooldays only)"
07/06/22,Highland Council,D & E COACHES LTD,Yes,Standard National,0,Service will only operate on Saturday 1st July and Sunday 2nd July 2022.
18/08/08,Cumbria County Council ,TELFORD'S COACHES LTD,Yes,Standard International,1,Revised time table- to accommodate extra pupils and extra run to Longtown Primary School
19/03/20,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,Yes,Standard National,12,"Daily
TEMPORARY VARIATION - COVID 19"
14/11/16,Aberdeen City Council,FIRST ABERDEEN LTD,Yes,Standard National,28,"Revised timetable will operate from 21st December 2011 until 7th January then from 29th January 2012 until further notice.

From 8th January 2012 until 28th January 2012 a revised timetable will operate"
13/02/12,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,7,Revised timetable
24/06/13,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,12,"Monday to Friday service.

No service on 25/26 December, 1/2 January, May Day Monday, national holidays."
17/11/03,West Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,No,Standard National,0,Monday-Sunday 0600 to 2300
26/06/03,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,7,"No service: 1/2 January & 25/26 December.
Saturday service: Easter monday & May Day.
ASDOSY"
24/04/17,The City of Edinburgh Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,7,Daily
